StoreID,LocationName,LocationOwnerType,ABN,State,StoreType,StoreTypeName,DateOpened,DateClosed,ShortCode,TradeDays,Territory,Country,Postcode,Address1,Address2,Suburb,Phone,Latitude,Longitude,AvgOrderTime,Bitmask,PaymentGatewayCustomerID,OpeningTimesSunday,OpeningTimesMonday,OpeningTimesTuesday,OpeningTimesWednesday,OpeningTimesThursday,OpeningTimesFriday,OpeningTimesSaturday,OpeningTimesPublicHoliday,ClosingTimesSunday,ClosingTimesMonday,ClosingTimesTuesday,ClosingTimesWednesday,ClosingTimesThursday,ClosingTimesFriday,ClosingTimesSaturday,ClosingTimesPublicHoliday
49,"Pacific Fair",3,14606043832,QLD,4,OTHER,,,,7,,AUSTRALIA,4218,"Shop/2742 Hooker Blvd",,BROADBEACH,"(07) 5526 2387",-28.03691,153.427334,15,23690,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,20:00:00,20:00:00,20:00:00,20:00:00,21:00:00,21:00:00,21:00:00,20:00:00
50,"Pacific Werribee",3,78214990834,VIC,4,OTHER,,,,7,,AUSTRALIA,3030,"Shop RE05, Pacific Werribee","Cnr Derrimut Rd &, Heaths Rd",WERRIBEE,"(03) 9748 6188",-37.876208,144.680929,15,23690,,10:30:00,10:30:00,10:30:01,10:30:00,10:30:00,10:30:00,10:30:01,10:30:00,21:30:00,21:30:00,21:30:00,21:30:00,22:00:00,22:00:00,22:00:00,20:30:00
51,Parkmore,3,79641996492,VIC,4,OTHER,,,,7,,AUSTRALIA,3173,"Shop L01 Z02, Parkmore Shopping Centre","317 Cheltenham Rd",KEYSBOROUGH,"(03) 9798 2715",-37.992628,145.173061,15,23690,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,17:00:00,17:00:00,17:00:00,17:00:00,20:00:00,21:00:00,18:00:00,17:00:00
52,"Plenty Valley",3,36371278952,VIC,4,OTHER,,,,7,,AUSTRALIA,3082,"415 McDonalds Rd",,"MILL PARK","(03) 9437 8038",-37.651345,145.071523,15,23690,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,17:00:00,17:00:00,17:00:00,17:00:00,21:00:00,21:00:00,17:00:00,17:00:00
53,"Point Cook",3,66374844739,VIC,4,OTHER,,,,7,,AUSTRALIA,3030,"Tenancy 448/449 Murnong St",,"POINT COOK","(03) 7379 7471",-37.883389,144.735062,15,23690,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,21:30:00,21:30:00,21:30:00,21:30:00,22:00:00,22:00:00,22:00:00,21:30:00
54,QV,3,15231353372,VIC,4,OTHER,,,,7,,AUSTRALIA,3000,"QV Melbourne","28 Artemis Ln",MELBOURNE,"(03) 9663 3497",-37.81058,144.96607,25,23690,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,20:30:00,20:30:00,20:30:00,20:30:00,21:00:00,21:00:00,21:00:00,20:30:00
55,Richmond,3,78159818872,VIC,4,OTHER,,,,7,,AUSTRALIA,3121,"283 Bridge Rd",,RICHMOND,"(03) 9421 4276",-37.81832,144.99889,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:30:00,21:30:00,21:00:00
56,Robina,3,95606925535,QLD,4,OTHER,,,,7,,AUSTRALIA,4226,"Tenancy 2034, Robina Town Centre 19 Robina Town Centre Drive Robina QLD 4230 Centre","19 Robina Town Centre Dr",ROBINA,"(07) 5580 8224",-28.077849,153.385629,15,23690,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,16:30:00,17:30:00,19:00:00,19:00:00,21:00:00,19:00:00,19:00:00,16:30:00
57,Rockhampton,3,43144708570,QLD,4,OTHER,,,,7,,AUSTRALIA,4700,"Stockland Rockhampton Shop F06","120-331 Yaamba Rd",ROCKHAMPTON,"(07) 4926 5584",-23.354219,150.521665,15,23690,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,20:00:00,20:00:00,20:00:00,20:00:00,21:00:00,21:00:00,21:00:00,20:00:00
58,"South Melbourne",3,83163936481,VIC,4,OTHER,,,,7,,AUSTRALIA,3205,"111 Cecil St",,"SOUTH MELBOURNE","(03) 9696 0360",-37.83087,144.95707,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00
59,Southland,3,48326715954,VIC,4,OTHER,,,,7,,AUSTRALIA,3192,"FC301, 1239 Nepean Hwy",,CHELTENHAM,"(03) 9583 6106",-37.958174,145.052909,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,16:00:00,16:00:00,16:00:00,16:00:00,21:00:00,21:00:00,17:00:00,16:00:00
60,"Spencer Outlet",3,54164972730,VIC,4,OTHER,,,,7,,AUSTRALIA,3008,"k3/201 Spencer St",,DOCKLANDS,"03 70159981",-37.817039,144.952927,15,23690,,09:30:00,09:30:00,09:30:00,09:30:00,09:30:00,09:30:00,09:30:00,09:30:00,18:00:00,18:00:00,18:00:00,18:00:00,19:00:00,19:00:00,18:00:00,18:00:00
61,"The Glen",3,71813426746,VIC,4,OTHER,,,,7,,AUSTRALIA,3150,"Shop G052A, The Glen S c","235 Springvale Rd","GLEN WAVERLEY","(03) 9803 5932",-37.87672,145.16607,15,23690,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,17:00:00,17:30:00,17:30:00,17:30:00,21:00:00,21:00:00,17:00:00,17:00:00
62,"Toowoomba Grand Central Plaza",3,33616166557,QLD,4,OTHER,,,,7,,AUSTRALIA,4350,"Shop 0009B, Grand Central S/C Cnr Margaret &","Dent St",TOOWOOMBA,"(07) 4641 7774",-27.562042,151.951218,15,23690,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:30:00,21:30:00,21:30:00,21:00:00
63,"Top Ryde",3,97604438833,NSW,4,OTHER,,,,7,,AUSTRALIA,2112,"Shop GRD-R3004","Blaxland Rd &, Devlin St",RYDE,"(02) 9807 6010",0,0,15,23722,,,,,,,,,,,,,,,,,
64,Traralgon,3,33904677595,VIC,4,OTHER,,,,7,,AUSTRALIA,3844,"81/83 Franklin St",,TRARALGON,"(03) 5174 1055",-38.19643,146.53769,15,6282,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00
65,"Tweed City",3,93613243440,NSW,4,OTHER,,,,7,,AUSTRALIA,2486,"Tweed City S/C, Shop 306, 54 Minjungbal Drive",,"TWEED HEADS SOUTH","(07) 5523 4300",-28.20137,153.54577,15,5290,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,,19:45:00,19:45:00,19:45:00,19:45:00,20:45:00,20:45:00,20:45:00,
66,"Victoria Gardens",3,00000000000,VIC,4,OTHER,,,,7,,AUSTRALIA,3121,"Victoria Gardens S/C","620 Victoria St",RICHMOND,"(03) 9429 8413",-37.811801,145.010927,15,23722,,,,,,,,,,,,,,,,,
67,"Wagga Wagga",3,67674642678,NSW,4,OTHER,,,,7,,AUSTRALIA,2650,"62A Forsyth St",,"WAGGA WAGGA","(02) 5924 5214",-35.11441,147.37051,15,7306,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,10:30:00,11:00:00,20:30:00,20:30:00,20:30:00,20:30:00,21:00:00,21:00:00,21:00:00,21:00:00
68,"Waurn Ponds",3,17139781051,VIC,4,OTHER,,,,7,,AUSTRALIA,3216,"135-177 Colac Rd",,"WAURN PONDS","(03) 5298 3326",-38.199558,144.318187,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00,21:00:00,21:00:00,20:30:00
69,"West End Plaza",3,68878227711,NSW,4,OTHER,,,,7,,AUSTRALIA,2640,"Shop SP001, West End Plaza","487 Kiewa St",ALBURY,"(02) 6041 6280",-36.08179,146.91353,15,7306,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,21:00:00,21:00:00,21:00:00,21:00:00,22:00:00,22:00:00,22:00:00,21:00:00
70,Woden,3,85606538747,ACT,4,OTHER,,,,7,,AUSTRALIA,2606,"Westfield Woden","Shop 097, Keltie St",WODEN,"(02) 6285 4885",0,0,15,5288,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,,19:00:00,19:00:00,19:00:00,20:00:00,20:00:00,21:00:00,20:00:00,
71,Wollongong,3,41642405285,NSW,4,OTHER,,,,7,,AUSTRALIA,2500,"Crown Central West Building","W115/200 Crown St",WOLLONGONG,"(02) 4295 0041",-34.4238845,150.89336,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,20:45:00,20:45:00,20:45:00,20:45:00,21:15:00,21:15:00,21:15:00,20:45:00
72,Woodgrove,3,17139781051,VIC,4,OTHER,,,,7,,AUSTRALIA,3337,"Shop Res 05, Woodgrove Shopping Centre","533-555 High St",MELTON,"(03) 8746 5163",-37.68555,144.54939,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,20:30:00,20:30:00,20:30:00,20:30:00,21:00:00,21:00:00,20:30:00,20:30:00
73,Shepparton,3,66459775691,VIC,4,OTHER,,,,7,,AUSTRALIA,3630,"124/126 Fryers St",,SHEPPARTON,"(03) 5831 8098",-36.37965,145.40286,15,7306,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,10:30:00,11:00:00,11:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00
74,"Collins Place",3,68633995641,VIC,4,OTHER,,,,7,,AUSTRALIA,3000,"Shop 51, Ground Level, Collins Place","Collins St",MELBOURNE,"(03) 9114 2870",-37.81464,144.97203,15,23690,,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,,16:00:00,17:00:00,17:00:00,17:00:00,17:00:00,15:00:00,15:00:00
75,Balaclava,3,45632636714,VIC,4,OTHER,,,,7,,AUSTRALIA,3183,"Shop 4/312 Carlisle Street",,BALACLAVA,"(03) 9525 9026",-37.86876,144.99472,15,23690,,11:30:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:30:00,,21:30:00,22:00:00,22:00:00,22:00:00,22:30:00,22:30:00,22:30:00,
76,"Bayside Events",3,,VIC,4,OTHER,,,,7,,AUSTRALIA,3199,"28 Beach Street",,FRANKSTON,,0,0,0,160,,,,,,,,,,,,,,,,,
77,"Melbourne Connect",3,92724753522,VIC,4,OTHER,,,,7,,AUSTRALIA,3053,"Shop D, 700 Swanston St Cnr Cardigan &","Grattan St",CARLTON,"0404 307 888",-37.800331,144.965237,10,23690,,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,12:00:00,,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,
78,Chermside,3,86614518802,QLD,4,OTHER,2021-06-17,,,7,,AUSTRALIA,4032,"Westfield Chermside","Gympie Rd",CHERMSIDE,"(07) 3350 1436",-27.384076,153.031492,15,23690,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:30:00,21:30:00,21:30:00,21:00:00
79,"Marriott Waters",3,38982958669,VIC,4,OTHER,,,,7,,AUSTRALIA,3975,"Tenancy G3 Marriot Waters Shopping Centre Thompsons Rd &","Marriott Blvd",LYNDHURST,"(03) 7064 0838",-38.077658,145.249797,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00,21:00:00,21:00:00,20:30:00
80,Watergardens,3,45356457861,VIC,4,OTHER,,,,7,,AUSTRALIA,3038,"Shop RO4B","399 Melton Hwy","TAYLORS LAKES","(03) 8315 9342",-37.700294,144.7742679,15,23946,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,20:30:00,20:00:00,20:30:00,20:30:00,21:00:00,21:00:00,21:00:00,20:30:00
81," HQ Test - Regional",1,86169674551,WA,4,OTHER,,,,7,,AUSTRALIA,6280,WDDW,,"ABBA RIVER",,0,0,15,2474,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,23:30:00,23:30:00,23:30:00,23:30:00,23:30:00,22:30:00,23:30:00,
82," HQ MIM Test",1,86169674551,WA,4,OTHER,,,,7,,AUSTRALIA,6280,EWD,W,"ABBA RIVER",,-37.8386,144.9965,15,19854,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,,23:30:00,23:30:00,23:30:00,23:30:00,23:30:00,22:30:00,23:30:00,
83,"Armstrong Creek",3,18648708203,VIC,4,OTHER,,,,7,,AUSTRALIA,3217,"Shop R1 Armstrong Creek Town Centre","458-540 Torquay Rd","DEAKIN UNIVERSITY",,-38.2265671,144.3398831,15,23694,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00
84,"Seaspray Beach",3,33904677595,VIC,4,OTHER,,,,7,,AUSTRALIA,3851,"1A Foreshore Rd","Seaspray Surf Life Saving Club",SEASPRAY,,0,0,0,136,,,,,,,,,,,,,,,,,
85,Sunbury,3,83649435923,VIC,4,OTHER,,,,7,,AUSTRALIA,3429,"42 Evans St",,SUNBURY,"(03) 8000 3009",-37.5797132,144.7282226,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,21:00:00,20:00:00,20:00:00,21:00:00,21:00:00,21:00:00,21:00:00,20:00:00
86,"Caroline Springs",3,67186267440,VIC,4,OTHER,,,,7,,AUSTRALIA,3023,"CS Square Centre","25-27 Lake St","CAROLINE SPRINGS","03 8390 4489",-37.7334268,144.7425982,15,23690,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00
87,Heidelberg,3,68383985221,VIC,4,OTHER,,,,7,,AUSTRALIA,3084,"175 Burgundy Street",,HEIDELBERG,"(03) 9077 4887",-37.75631,145.06407,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00
88,Echuca,3,53654158013,VIC,4,OTHER,,,,7,,AUSTRALIA,3564,"602/604 High St",,ECHUCA,"(03) 4410 8901",-36.1217925,144.7466182,15,22666,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00,21:00:00,20:30:00,20:30:00
89,"Karingal Hub ",3,97655266792,VIC,4,OTHER,,,,7,,AUSTRALIA,3199,"Shop S202/197 Karingal Dr",,FRANKSTON,,-38.1510718,145.1664842,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,10:30:00,10:30:00,10:30:00,11:00:00,20:00:00,20:00:00,20:00:00,21:00:00,21:00:00,21:00:00,21:00:00,20:00:00
90,Mornington,3,84743928173,VIC,4,OTHER,,,,7,,AUSTRALIA,3931,"7 Main St",,MORNINGTON,"(03) 5959 1310",-38.216787,145.0365952,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,20:30:00,20:30:00,20:30:20,20:30:00,20:30:00,21:00:00,21:00:00,21:00:00
91,"Cameron Park",3,82659553698,NSW,4,OTHER,,,,7,,AUSTRALIA,2285,"Shop 14/309 George Booth Dr",,"CAMERON PARK","(02) 4072 2106",-32.9156061,151.597084,15,23690,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,21:00:00,20:30:00,20:30:00,21:00:00,21:00:00,21:30:00,21:30:00,21:00:00
92,"Chirnside Park",3,26662866293,VIC,4,OTHER,,,,7,,AUSTRALIA,3116,"Shop 2A","239-241 Maroondah Hwy","CHIRNSIDE PARK","03 9726 6541",-37.7599345,145.311004,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,20:30:00,20:30:00,20:30:00,20:30:00,21:00:00,21:30:00,21:30:00,21:00:00
93,Wangaratta,3,41671012865,VIC,4,OTHER,,,,7,,AUSTRALIA,3677,"86-88 Ovens Street",,WANGARATTA,"03 4722 1066",-36.3528889,146.3264519,15,18570,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00,20:30:00
94,Warragul,2,85674060283,VIC,4,OTHER,,,,7,,AUSTRALIA,3820,"21 Victoria St, Warragal, VIC, 3820",,WARRAGUL,0356159016,-38.1624996,145.9302462,15,19594,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00
95,Emporium,3,64671591389,VIC,4,OTHER,,,,7,,AUSTRALIA,3000,"287 Lonsdale St",,MELBOURNE,"03 7036 0766",-37.8123856,144.9612296,15,19594,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,19:00:00,19:00:00,19:00:00,19:00:00,21:00:00,21:00:00,19:00:00,21:00:00
96,Mildura,3,92822986379,VIC,4,OTHER,,,,7,,AUSTRALIA,3500,"39 Langtree Avenue",,MILDURA,"03 4054 0036",-34.183707,142.1617909,15,23690,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00
97,Truganina,3,46585259219,VIC,4,OTHER,,,,7,,AUSTRALIA,3029,"185 Woods Rd,",,TRUGANINA,0390391909,-37.8197072,144.7205625,15,23694,,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00
98,Southgate,3,43678571401,VIC,4,OTHER,,,,7,,AUSTRALIA,3006,"Shop G33-G34, Southgate Restaurant and Shopping Precinct","3 Southgate Avenue",SOUTHBANK,,-37.8200927,144.9670236,15,19594,,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,10:30:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,22:00:00,22:00:00,21:00:00
99,"Chadstone Village",3,73647794456,VIC,4,OTHER,2024-12-07,,,7,,AUSTRALIA,3148,"5A 695 Warrigal Rd,",,CHADSTONE,"03 8609 5769",-37.8771148,145.0923552,10,23690,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00
100,"Harbour Town",3,89680393766,QLD,4,OTHER,,,,7,,AUSTRALIA,4216,"Harbour Town Premium Outlets","Unit B032/189 Brisbane Rd","BIGGERA WATERS","07 5606 2099",-27.9312023,153.3886603,15,23690,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:30:00,21:30:00,21:00:00
